key,0,1,2,3
574,"血盟咒术师单眼镜",1,"角色时装",100
575,"血盟咒术师长袍",2,"角色时装",100
576,"血盟咒术师手铠",3,"角色时装",100
577,"血盟咒术师束膝裤",4,"角色时装",100
578,"血盟咒术师狩猎靴",5,"角色时装",100
579,"血盟拳手面罩",1,"角色时装",101
580,"血盟拳手套装",2,"角色时装",101
581,"血盟女士套装",1,"角色时装",96
582,"炼铁厂护目镜",1,"角色时装",105
583,"炼铁厂工作服",2,"角色时装",105
584,"炼铁厂手套",3,"角色时装",105
585,"炼铁厂长裤",4,"角色时装",105
586,"炼铁厂长靴",5,"角色时装",105
587,"首席机械师护目镜",1,"角色时装",106
588,"首席机械师套装",2,"角色时装",106
589,"血盟治疗师长袍",4,"角色时装",98
590,"血盟治疗师紧身短裤",5,"角色时装",98
591,"血盟治疗师高筒靴",6,"角色时装",98
592,"血盟双剑师外套",5,"角色时装",97
593,"血盟双剑师护臂",6,"角色时装",97
594,"血盟双剑师长裤",7,"角色时装",97
595,"血盟双剑师长靴",8,"角色时装",97
596,"血盟解放者短衣",3,"角色时装",101
597,"血盟解放者半指护手",4,"角色时装",101
598,"血盟解放者热裤",5,"角色时装",101
599,"血盟解放者铠靴",6,"角色时装",101
600,"血盟解放者耳坠",7,"角色时装",101
601,"飞燕胴着",1,"角色时装",110
602,"飞燕笼手",2,"角色时装",110
603,"飞燕长裤",3,"角色时装",110
604,"飞燕缠足",4,"角色时装",110
605,"豪雪之斗笠",1,"角色时装",111
606,"豪雪之胴着",2,"角色时装",111
607,"豪雪之手甲",3,"角色时装",111
608,"豪雪之筒袴",4,"角色时装",111
609,"豪雪之木屐",5,"角色时装",111
610,"苍穹骑士铠甲",14,"角色时装",107
611,"苍穹骑士手铠",15,"角色时装",107
612,"苍穹骑士软甲裤",16,"角色时装",107
613,"苍穹骑士铠靴",17,"角色时装",107
614,"苍穹法师长袍",18,"角色时装",107
615,"苍穹法师礼服手套",19,"角色时装",107
616,"苍穹法师软甲裤",20,"角色时装",107
617,"苍穹法师铠靴",21,"角色时装",107
618,"总骑士长战甲",1,"角色时装",108
619,"总骑士长手套",2,"角色时装",108
620,"漆黑的宽边帽",7,"角色时装",104
621,"漆黑的礼服",8,"角色时装",104
622,"漆黑的礼服手套",9,"角色时装",104
623,"漆黑的长靴",10,"角色时装",104
624,"破损的绅士单眼镜",1,"角色时装",103
625,"破损的绅士短上衣",2,"角色时装",103
626,"破损的绅士手套",3,"角色时装",103
627,"破损的绅士打底裤",4,"角色时装",103
628,"破损的绅士高跟鞋",5,"角色时装",103
629,"纯白礼服",2,"角色时装",96
630,"纯白短裙",3,"角色时装",96
631,"血盟聆听者兜帽",1,"角色时装",102
632,"血盟聆听者长衣",2,"角色时装",102
633,"血盟聆听者靴",3,"角色时装",102
634,"威风凛凛礼服",1,"角色时装",112
635,"威风凛凛腕带",2,"角色时装",112
636,"威风凛凛礼鞋",3,"角色时装",112
637,"血盟魔女头饰",8,"角色时装",98
638,"血盟魔女长袍",9,"角色时装",98
639,"血盟魔女影爪",10,"角色时装",98
640,"血盟魔女高筒靴",11,"角色时装",98
641,"萨雷安神童装",1,"角色时装",95
642,"新款阿尔菲诺服装套装",2,"角色时装",95
643,"巫女上装",1,"角色时装",113
644,"巫女热裤",2,"角色时装",113
645,"巫女护腿",3,"角色时装",113
646,"欧米茄M服装套装",1,"角色时装",115
647,"欧米茄M耳夹",2,"角色时装",115
648,"欧米茄F服装套装",3,"角色时装",115
649,"欧米茄F耳环",4,"角色时装",115
650,"阿拉米格莉瑟服装套装",8,"角色时装",101
651,"盖娅服装套装",8,"角色时装",114
652,"黄道的约定之锤",6,"角色时装",114
653,"灵极的约定之锤",7,"角色时装",114
654,"幽暗的约定之锤",5,"角色时装",114
655,"荒芜的约定之锤",4,"角色时装",114
656,"暗影的约定之锤",3,"角色时装",114
657,"漆黑的约定之锤",2,"角色时装",114
658,"蔽日的约定之锤",1,"角色时装",114
659,"新款阿莉塞服装套装",3,"角色时装",95
660,"冰心长袍",1,"角色时装",109
661,"冰心护臂",2,"角色时装",109
662,"冰心打底裤",3,"角色时装",109
663,"冰心高筒靴",4,"角色时装",109
664,"光辉",1,"角色时装",107
665,"终斩",2,"角色时装",107
666,"苍穹骑士盾",3,"角色时装",107
667,"灰云",4,"角色时装",107
668,"血腥安妮",5,"角色时装",107
669,"溃逃",6,"角色时装",107
670,"碎心",7,"角色时装",107
671,"寒冬",8,"角色时装",107
672,"龙祸",9,"角色时装",107
673,"神益",10,"角色时装",107
674,"绝孀",11,"角色时装",107
675,"奇思妙想",12,"角色时装",107
676,"幽谷蠕虫",13,"角色时装",107
677,"漆黑的死亡巨镰",1,"角色时装",104
678,"漆黑的精魂巨镰",2,"角色时装",104
679,"漆黑的命运巨镰",3,"角色时装",104
680,"漆黑的虚无巨镰",4,"角色时装",104
681,"漆黑的鲜血巨镰",5,"角色时装",104
682,"逐夜者",7,"角色时装",98
683,"漆黑的心灵巨镰",6,"角色时装",104
684,"特制女仆发带",6,"专属时装",149
685,"特制女仆围裙装",7,"专属时装",149
686,"特制女仆腕带",8,"专属时装",149
687,"特制女仆蓬松裤",9,"专属时装",149
688,"特制女仆礼鞋",10,"专属时装",149
689,"特制管家单眼镜",1,"专属时装",149
690,"特制管家燕尾服",2,"专属时装",149
691,"特制管家手套",3,"专属时装",149
692,"特制管家长裤",4,"专属时装",149
693,"特制管家礼鞋",5,"专属时装",149
694,"特制上仙紧箍",2,"专属时装",147
695,"特制上仙斗衣",3,"专属时装",147
696,"特制上仙数珠",4,"专属时装",147
697,"特制上仙长裤",5,"专属时装",147
698,"特制上仙缠足",6,"专属时装",147
699,"东方秀女旗袍",4,"专属时装",159
700,"东方秀女旗裙",5,"专属时装",159
701,"东方秀女布鞋",6,"专属时装",159
702,"东方公子长衫",1,"专属时装",159
703,"东方公子长裤",2,"专属时装",159
704,"东方公子布鞋",3,"专属时装",159
705,"风雅长羽织",1,"专属时装",145
706,"风雅袴",2,"专属时装",145
707,"东方贵人爵弁",1,"专属时装",160
708,"东方贵人玄端",2,"专属时装",160
709,"东方贵人腕饰",3,"专属时装",160
710,"东方贵人帷裳",4,"专属时装",160
711,"东方贵人舄履",5,"专属时装",160
712,"东方雅人帽",1,"专属时装",162
713,"东方雅人服",2,"专属时装",162
714,"东方雅人佩楯",3,"专属时装",162
715,"东方雅人靴",4,"专属时装",162
716,"东方丽人发饰",5,"专属时装",162
717,"东方丽人服",6,"专属时装",162
718,"东方丽人衬裙",7,"专属时装",162
719,"东方丽人靴",8,"专属时装",162
720,"哪吒赤莲花钿",1,"专属时装",148
721,"哪吒赤莲斗衣",2,"专属时装",148
722,"哪吒赤莲手套",3,"专属时装",148
723,"哪吒赤莲斗裤",4,"专属时装",148
724,"哪吒赤莲斗靴",5,"专属时装",148
725,"哪吒白莲花钿",6,"专属时装",148
726,"哪吒白莲斗衣",7,"专属时装",148
727,"哪吒白莲手套",8,"专属时装",148
728,"哪吒白莲短裤",9,"专属时装",148
729,"哪吒白莲斗靴",10,"专属时装",148
730,"天使光环",1,"专属时装",146
731,"天使羽衣",2,"专属时装",146
732,"天使手环",3,"专属时装",146
733,"天使长裤",4,"专属时装",146
734,"天使长靴",5,"专属时装",146
735,"恶魔弯角",6,"专属时装",146
736,"恶魔羽衣",7,"专属时装",146
737,"恶魔手套",8,"专属时装",146
738,"恶魔长裤",9,"专属时装",146
739,"恶魔长靴",10,"专属时装",146
740,"王子头冠",1,"专属时装",150
741,"王子礼服",2,"专属时装",150
742,"王子手套",3,"专属时装",150
743,"王子长裤",4,"专属时装",150
744,"王子长靴",5,"专属时装",150
745,"公主华冠",6,"专属时装",150
746,"公主礼服",7,"专属时装",150
747,"公主手套",8,"专属时装",150
748,"公主长裙",9,"专属时装",150
749,"公主高跟鞋",10,"专属时装",150
750,"东方女生发带",4,"专属时装",165
751,"东方女生袴",5,"专属时装",165
752,"东方女生皮靴",6,"专属时装",165
753,"东方书生帽",1,"专属时装",165
754,"东方书生袴",2,"专属时装",165
755,"东方书生草履",3,"专属时装",165
756,"门客帽",1,"专属时装",151
757,"门客斗衣",2,"专属时装",151
758,"门客袖饰",3,"专属时装",151
759,"门客长裤",4,"专属时装",151
760,"门客皮鞋",5,"专属时装",151
761,"辨天帽",6,"专属时装",151
762,"辨天服",7,"专属时装",151
763,"辨天手套",8,"专属时装",151
764,"辨天衬裙",9,"专属时装",151
765,"辨天短靴",10,"专属时装",151
766,"东方武官帽",1,"专属时装",164
767,"东方武官服",2,"专属时装",164
768,"东方武官腕环",3,"专属时装",164
769,"东方武官裤",4,"专属时装",164
770,"东方武官鞋",5,"专属时装",164
771,"东方美姬帽",6,"专属时装",164
772,"东方美姬服",7,"专属时装",164
773,"东方美姬腕环",8,"专属时装",164
774,"东方美姬裤",9,"专属时装",164
775,"东方美姬鞋",10,"专属时装",164
776,"美格雅卡头冠",1,"专属时装",153
777,"美格雅卡长袍",2,"专属时装",153
778,"美格雅卡软甲裤",3,"专属时装",153
779,"美格雅卡长靴",4,"专属时装",153
780,"孔雀帽",1,"专属时装",152
781,"孔雀玄端",2,"专属时装",152
782,"孔雀笼手",3,"专属时装",152
783,"孔雀帷裳",4,"专属时装",152
784,"孔雀靴",5,"专属时装",152
785,"山间少女帽",6,"专属时装",154
786,"山间少女束腰紧身衣",7,"专属时装",154
787,"山间少女腕环",8,"专属时装",154
788,"山间少女长裙",9,"专属时装",154
789,"山间少女礼鞋",10,"专属时装",154
790,"登山帽",1,"专属时装",154
791,"登山外套",2,"专属时装",154
792,"登山半指手套",3,"专属时装",154
793,"登山五分裤",4,"专属时装",154
794,"登山长靴",5,"专属时装",154
795,"学院制服（领带）",1,"专属时装",155
796,"学院长裤",2,"专属时装",155
797,"学院便鞋（短袜）",3,"专属时装",155
798,"学院制服（蝴蝶结）",4,"专属时装",155
799,"学院短裙",5,"专属时装",155
800,"学院便鞋（高筒袜）",6,"专属时装",155
801,"东方雅士帽",1,"专属时装",166
802,"东方雅士服",2,"专属时装",166
803,"东方雅士腕饰",3,"专属时装",166
804,"东方雅士长裤",4,"专属时装",166
805,"东方雅士靴",5,"专属时装",166
806,"东方美玉帽",6,"专属时装",166
807,"东方美玉服",7,"专属时装",166
808,"东方美玉腕饰",8,"专属时装",166
809,"东方美玉衬裙",9,"专属时装",166
810,"东方美玉靴",10,"专属时装",166
811,"志士钵铁",1,"专属时装",156
812,"志士羽织",2,"专属时装",156
813,"志士筒袴",3,"专属时装",156
814,"志士草履",4,"专属时装",156
815,"街头鸭舌帽",1,"专属时装",157
816,"街头上装",2,"专属时装",157
817,"街头手饰",4,"专属时装",157
818,"街头工装裤",5,"专属时装",157
819,"街头高帮鞋",6,"专属时装",157
820,"街头外套",3,"专属时装",157
821,"远北帽",11,"专属时装",154
822,"远北束腰衣",12,"专属时装",154
823,"远北纤维手套",13,"专属时装",154
824,"远北裙裤",14,"专属时装",154
825,"远北筒靴",15,"专属时装",154
826,"就学帽",7,"专属时装",155
827,"就学外套",8,"专属时装",155
828,"就学长裤",9,"专属时装",155
829,"就学皮鞋",10,"专属时装",155
830,"就学水手服",11,"专属时装",155
831,"就学水手短裙",12,"专属时装",155
832,"就学便鞋",13,"专属时装",155
833,"领主贝雷帽",11,"专属时装",150
834,"领主皮衣",12,"专属时装",150
835,"领主手套",13,"专属时装",150
836,"领主马裤",14,"专属时装",150
837,"领主长靴",15,"专属时装",150
838,"魔导护耳",1,"专属时装",158
839,"魔导外套",2,"专属时装",158
840,"魔导指套",3,"专属时装",158
841,"魔导打底裤",4,"专属时装",158
842,"魔导短靴",5,"专属时装",158
843,"绿宝石兽发箍",4,"吉祥物时装",143
844,"绿宝石兽外套",5,"吉祥物时装",143
845,"绿宝石兽长靴",6,"吉祥物时装",143
846,"黄宝石兽发箍",7,"吉祥物时装",143
847,"黄宝石兽外套",8,"吉祥物时装",143
848,"黄宝石兽长靴",9,"吉祥物时装",143
849,"红宝石兽发箍",10,"吉祥物时装",143
850,"红宝石兽外套",11,"吉祥物时装",143
851,"红宝石兽长靴",12,"吉祥物时装",143
852,"猫小胖兜帽",1,"吉祥物时装",144
853,"猫小胖家居服",2,"吉祥物时装",144
854,"猫小胖家居五分裤",3,"吉祥物时装",144
855,"猫小胖拖鞋",4,"吉祥物时装",144
856,"猫小胖家居短裤",5,"吉祥物时装",144
857,"林地守护者上装",5,"专属时装",153
858,"林地守护者指套",6,"专属时装",153
859,"林地守护者马裤",7,"专属时装",153
860,"林地守护者长靴",9,"专属时装",153
861,"林地守护者短裙",8,"专属时装",153
862,"水晶都神童上装",4,"角色时装",95
863,"水晶都神童半指护手",5,"角色时装",95
864,"水晶都神童骑兵裤",6,"角色时装",95
865,"水晶都神童高筒靴",7,"角色时装",95
866,"东方旅行艺人面具",1,"专属时装",167
867,"东方旅行艺人胴着",2,"专属时装",167
868,"东方旅行艺人长裤",3,"专属时装",167
869,"东方旅行艺人草履",4,"专属时装",167
870,"美梦帽",7,"季节活动装备4",62
871,"美梦装",8,"季节活动装备4",62
872,"美梦靴",9,"季节活动装备4",62
873,"铁质玉兔武士盔",1,"季节活动装备4",44
874,"铁质黑漆玉兔武士盔",2,"季节活动装备4",44
875,"铁质银箔玉兔武士盔",3,"季节活动装备4",44
876,"特制如意金箍棒",1,"专属时装",147
877,"白鸦（复制品）",1,"专属时装",116
878,"闪亮胜者王冠",2,"季节活动装备5",74
879,"阿泽玛耳坠",2,"特典装备",89
880,"东方武人帽",1,"专属时装",163
881,"东方武人服",2,"专属时装",163
882,"东方武人靴",3,"专属时装",163
883,"东方佳人发饰",4,"专属时装",163
884,"东方佳人服",5,"专属时装",163
885,"东方佳人靴",6,"专属时装",163
886,"陆行鸟之笔",1,"特典装备",89
887,"夜魔角",1,"季节活动装备3",43
888,"夜魔衬衫",2,"季节活动装备3",43
889,"夜魔半指护手",3,"季节活动装备3",43
890,"夜魔软甲裤",4,"季节活动装备3",43
891,"夜魔短靴",5,"季节活动装备3",43
892,"统治者之冠",3,"成就纪念装备",78
893,"セネシャルプリンス・ヘッドセット",1,"季节活动装备1",117
894,"セネシャルプリンス・ジャケット",2,"季节活动装备1",117
895,"セネシャルプリンス・グローブ",3,"季节活动装备1",117
896,"セネシャルプリンス・トラウザー",4,"季节活动装备1",117
897,"セネシャルプリンス・ロングブーツ",5,"季节活动装备1",117
898,"运动休闲针织帽",1,"专属时装",118
899,"运动休闲破烂罩衫上衣",2,"专属时装",118
900,"",4,"专属时装",118
901,"运动休闲运动裤",5,"专属时装",118
902,"运动休闲运动鞋",6,"专属时装",118
903,"运动休闲短罩衫上衣",3,"专属时装",118
904,"",1,"专属时装",119
905,"",2,"专属时装",119
906,"",4,"专属时装",119
907,"",5,"专属时装",119
908,"",7,"专属时装",119
909,"",3,"专属时装",119
910,"",6,"专属时装",119
911,"",8,"专属时装",119
912,"血盟公爵上衣",3,"角色时装",121
913,"血盟公爵弓术手套",4,"角色时装",121
914,"血盟公爵五分裤",5,"角色时装",121
915,"血盟公爵皮靴",6,"角色时装",121
916,"零风礼帽",2,"角色时装",122
917,"零风胸甲",3,"角色时装",122
918,"零风重足铠",4,"角色时装",122
919,"零风耳坠",5,"角色时装",122
920,"雷欧尼斯国王战铠",1,"专属时装",123
921,"雷欧尼斯国王护臂",2,"专属时装",123
922,"雷欧尼斯国王衬裤",3,"专属时装",123
923,"雷欧尼斯国王战靴",4,"专属时装",123
924,"霍伦女王外袍",5,"专属时装",123
925,"",6,"专属时装",123
926,"霍伦女王紧身裤",7,"专属时装",123
927,"霍伦女王长靴",8,"专属时装",123
928,"血盟公爵幻杖",1,"角色时装",121
929,"血盟公爵咒杖",2,"角色时装",121
930,"零风死镰",1,"角色时装",122
